state,district,pincode,region_key,total_enrolment,total_demographic,total_biometric
bihar,purba champaran,855456,bihar_purba champaran_855456,0.0,0.0,1.0
bihar,purbi champaran,845301,bihar_purbi champaran_845301,1632.0,0.0,0.0
bihar,purbi champaran,845302,bihar_purbi champaran_845302,1408.0,0.0,0.0
bihar,purbi champaran,845303,bihar_purbi champaran_845303,1587.0,0.0,0.0
bihar,purbi champaran,845304,bihar_purbi champaran_845304,937.0,0.0,0.0
bihar,purbi champaran,845305,bihar_purbi champaran_845305,1675.0,0.0,0.0
bihar,purbi champaran,845315,bihar_purbi champaran_845315,242.0,0.0,0.0
bihar,purbi champaran,845401,bihar_purbi champaran_845401,2033.0,0.0,0.0
bihar,purbi champaran,845418,bihar_purbi champaran_845418,1963.0,0.0,0.0
bihar,purbi champaran,845427,bihar_purbi champaran_845427,236.0,0.0,0.0
bihar,purbi champaran,845433,bihar_purbi champaran_845433,1602.0,0.0,0.0
bihar,purbi champaran,845437,bihar_purbi champaran_845437,959.0,0.0,0.0
bihar,purbi champaran,845440,bihar_purbi champaran_845440,451.0,0.0,0.0
bihar,purnea,853204,bihar_purnea_853204,0.0,4.0,0.0
bihar,purnea,854101,bihar_purnea_854101,0.0,0.0,1.0
bihar,purnea,854102,bihar_purnea_854102,0.0,1.0,0.0
bihar,purnea,854202,bihar_purnea_854202,0.0,2.0,0.0
bihar,purnea,854203,bihar_purnea_854203,1.0,4.0,1.0
bihar,purnea,854204,bihar_purnea_854204,0.0,3.0,3.0
bihar,purnea,854205,bihar_purnea_854205,0.0,3.0,8.0
bihar,purnea,854206,bihar_purnea_854206,0.0,1.0,0.0
bihar,purnea,854301,bihar_purnea_854301,40.0,454.0,1765.0
bihar,purnea,854302,bihar_purnea_854302,2.0,7.0,17.0
bihar,purnea,854303,bihar_purnea_854303,4.0,26.0,180.0
bihar,purnea,854304,bihar_purnea_854304,0.0,0.0,1.0
bihar,purnea,854305,bihar_purnea_854305,1.0,2.0,2.0
bihar,purnea,854315,bihar_purnea_854315,1.0,7.0,6.0
bihar,purnea,854325,bihar_purnea_854325,1.0,0.0,0.0
bihar,purnea,854326,bihar_purnea_854326,13.0,111.0,500.0
bihar,purnea,854327,bihar_purnea_854327,1.0,24.0,48.0
bihar,purnea,854330,bihar_purnea_854330,1.0,11.0,14.0
bihar,purnea,854337,bihar_purnea_854337,29.0,731.0,1487.0
bihar,purnea,855115,bihar_purnea_855115,0.0,0.0,1.0
bihar,purnia,853204,bihar_purnia_853204,80.0,1930.0,2450.0
bihar,purnia,854101,bihar_purnia_854101,90.0,2430.0,3377.0
bihar,purnia,854102,bihar_purnia_854102,192.0,2945.0,8343.0
bihar,purnia,854108,bihar_purnia_854108,0.0,5.0,0.0
bihar,purnia,854114,bihar_purnia_854114,8.0,98.0,158.0
bihar,purnia,854201,bihar_purnia_854201,81.0,1892.0,2780.0
bihar,purnia,854202,bihar_purnia_854202,227.0,4733.0,13627.0
bihar,purnia,854203,bihar_purnia_854203,252.0,3208.0,11533.0
bihar,purnia,854204,bihar_purnia_854204,1369.0,5804.0,14453.0
bihar,purnia,854205,bihar_purnia_854205,524.0,2889.0,6774.0
bihar,purnia,854206,bihar_purnia_854206,115.0,3344.0,5913.0
bihar,purnia,854301,bihar_purnia_854301,1094.0,3132.0,8323.0
bihar,purnia,854302,bihar_purnia_854302,46.0,479.0,1855.0
bihar,purnia,854303,bihar_purnia_854303,830.0,1638.0,6090.0
bihar,purnia,854304,bihar_purnia_854304,1163.0,9821.0,20026.0
bihar,purnia,854305,bihar_purnia_854305,18.0,142.0,933.0
bihar,purnia,854306,bihar_purnia_854306,3.0,94.0,51.0
bihar,purnia,854311,bihar_purnia_854311,0.0,0.0,1.0
bihar,purnia,854312,bihar_purnia_854312,0.0,4.0,2.0
bihar,purnia,854315,bihar_purnia_854315,688.0,14276.0,30158.0
bihar,purnia,854317,bihar_purnia_854317,34.0,949.0,1593.0
bihar,purnia,854318,bihar_purnia_854318,0.0,1.0,1.0
bihar,purnia,854325,bihar_purnia_854325,67.0,1986.0,3926.0
bihar,purnia,854326,bihar_purnia_854326,600.0,5850.0,11361.0
bihar,purnia,854327,bihar_purnia_854327,127.0,1337.0,6375.0
bihar,purnia,854329,bihar_purnia_854329,4.0,99.0,424.0
bihar,purnia,854330,bihar_purnia_854330,326.0,3526.0,16983.0
bihar,purnia,854332,bihar_purnia_854332,0.0,1.0,0.0
bihar,purnia,854333,bihar_purnia_854333,0.0,2.0,0.0
bihar,purnia,854334,bihar_purnia_854334,0.0,2.0,0.0
bihar,purnia,854337,bihar_purnia_854337,112.0,2646.0,8793.0
bihar,purnia,855105,bihar_purnia_855105,36.0,730.0,1020.0
bihar,purnia,855107,bihar_purnia_855107,88.0,2336.0,4173.0
bihar,purnia,855115,bihar_purnia_855115,76.0,1669.0,3036.0
bihar,rohtas,802204,bihar_rohtas_802204,0.0,3.0,1.0
bihar,rohtas,802211,bihar_rohtas_802211,68.0,1051.0,1296.0
bihar,rohtas,802212,bihar_rohtas_802212,190.0,3828.0,5367.0
bihar,rohtas,802213,bihar_rohtas_802213,132.0,1783.0,3582.0
bihar,rohtas,802214,bihar_rohtas_802214,66.0,3345.0,1990.0
bihar,rohtas,802215,bihar_rohtas_802215,152.0,5826.0,6082.0
bihar,rohtas,802216,bihar_rohtas_802216,32.0,774.0,965.0
bihar,rohtas,802217,bihar_rohtas_802217,54.0,1442.0,2473.0
bihar,rohtas,802218,bihar_rohtas_802218,69.0,2430.0,3251.0
bihar,rohtas,802219,bihar_rohtas_802219,57.0,2062.0,2976.0
bihar,rohtas,802220,bihar_rohtas_802220,31.0,1219.0,1553.0
bihar,rohtas,802221,bihar_rohtas_802221,11.0,422.0,683.0
bihar,rohtas,802226,bihar_rohtas_802226,19.0,767.0,875.0
bihar,rohtas,821103,bihar_rohtas_821103,0.0,0.0,1.0
bihar,rohtas,821104,bihar_rohtas_821104,169.0,1508.0,4106.0
bihar,rohtas,821105,bihar_rohtas_821105,0.0,0.0,1.0
bihar,rohtas,821107,bihar_rohtas_821107,73.0,4487.0,4256.0
bihar,rohtas,821108,bihar_rohtas_821108,41.0,2192.0,2234.0
bihar,rohtas,821109,bihar_rohtas_821109,1.0,4.0,4.0
bihar,rohtas,821111,bihar_rohtas_821111,65.0,2085.0,2945.0
bihar,rohtas,821112,bihar_rohtas_821112,141.0,2456.0,3247.0
bihar,rohtas,821113,bihar_rohtas_821113,264.0,6899.0,8943.0
bihar,rohtas,821115,bihar_rohtas_821115,198.0,2489.0,5561.0
bihar,rohtas,821301,bihar_rohtas_821301,33.0,1350.0,2608.0
bihar,rohtas,821302,bihar_rohtas_821302,6.0,231.0,470.0
bihar,rohtas,821303,bihar_rohtas_821303,16.0,534.0,748.0
bihar,rohtas,821304,bihar_rohtas_821304,36.0,3028.0,3462.0
bihar,rohtas,821305,bihar_rohtas_821305,150.0,2912.0,5424.0
bihar,rohtas,821306,bihar_rohtas_821306,58.0,1289.0,1824.0
bihar,rohtas,821307,bihar_rohtas_821307,110.0,1927.0,2152.0
bihar,rohtas,821308,bihar_rohtas_821308,30.0,648.0,1038.0
bihar,rohtas,821309,bihar_rohtas_821309,29.0,873.0,983.0
bihar,rohtas,821310,bihar_rohtas_821310,49.0,3310.0,4437.0
bihar,rohtas,821311,bihar_rohtas_821311,49.0,2121.0,1668.0
bihar,rohtas,821312,bihar_rohtas_821312,77.0,1461.0,3965.0
bihar,saharsa,852106,bihar_saharsa_852106,1467.0,6634.0,10163.0
bihar,saharsa,852107,bihar_saharsa_852107,201.0,1389.0,4741.0
bihar,saharsa,852110,bihar_saharsa_852110,13.0,111.0,727.0
bihar,saharsa,852115,bihar_saharsa_852115,10.0,110.0,233.0
bihar,saharsa,852121,bihar_saharsa_852121,17.0,199.0,682.0
bihar,saharsa,852123,bihar_saharsa_852123,184.0,3577.0,6572.0
bihar,saharsa,852124,bihar_saharsa_852124,231.0,5326.0,7906.0
bihar,saharsa,852126,bihar_saharsa_852126,207.0,2670.0,6481.0
bihar,saharsa,852127,bihar_saharsa_852127,2138.0,5407.0,11528.0
bihar,saharsa,852129,bihar_saharsa_852129,336.0,4673.0,8096.0
bihar,saharsa,852130,bihar_saharsa_852130,33.0,384.0,746.0
bihar,saharsa,852201,bihar_saharsa_852201,208.0,4597.0,7421.0
bihar,saharsa,852202,bihar_saharsa_852202,170.0,3366.0,5095.0
bihar,saharsa,852210,bihar_saharsa_852210,36.0,655.0,913.0
bihar,saharsa,852212,bihar_saharsa_852212,82.0,964.0,2593.0
bihar,saharsa,852216,bihar_saharsa_852216,337.0,4394.0,9824.0
bihar,saharsa,852217,bihar_saharsa_852217,268.0,2416.0,5602.0
bihar,saharsa,852221,bihar_saharsa_852221,235.0,3688.0,8008.0
bihar,samastipur,847105,bihar_samastipur_847105,26.0,1170.0,1361.0
bihar,samastipur,847201,bihar_samastipur_847201,0.0,0.0,1.0
bihar,samastipur,847301,bihar_samastipur_847301,73.0,1857.0,2757.0
bihar,samastipur,848101,bihar_samastipur_848101,1383.0,7424.0,9931.0
bihar,samastipur,848102,bihar_samastipur_848102,72.0,1704.0,2393.0
bihar,samastipur,848111,bihar_samastipur_848111,10.0,177.0,416.0
bihar,samastipur,848113,bihar_samastipur_848113,68.0,1473.0,1686.0
bihar,samastipur,848114,bihar_samastipur_848114,500.0,11969.0,12339.0
bihar,samastipur,848115,bihar_samastipur_848115,46.0,1727.0,1928.0
bihar,samastipur,848116,bihar_samastipur_848116,1.0,4.0,4.0
bihar,samastipur,848117,bihar_samastipur_848117,411.0,11106.0,10359.0
bihar,samastipur,848118,bihar_samastipur_848118,6.0,87.0,108.0
bihar,samastipur,848121,bihar_samastipur_848121,47.0,1629.0,1804.0
bihar,samastipur,848122,bihar_samastipur_848122,108.0,3192.0,3416.0
bihar,samastipur,848125,bihar_samastipur_848125,85.0,1666.0,3884.0
bihar,samastipur,848127,bihar_samastipur_848127,151.0,1407.0,4075.0
bihar,samastipur,848129,bihar_samastipur_848129,97.0,1325.0,2020.0
bihar,samastipur,848130,bihar_samastipur_848130,111.0,4968.0,4815.0
bihar,samastipur,848131,bihar_samastipur_848131,73.0,2341.0,2175.0
bihar,samastipur,848132,bihar_samastipur_848132,289.0,5055.0,6953.0
bihar,samastipur,848133,bihar_samastipur_848133,114.0,2332.0,3942.0
bihar,samastipur,848134,bihar_samastipur_848134,167.0,2181.0,4709.0
bihar,samastipur,848160,bihar_samastipur_848160,92.0,2273.0,2676.0
bihar,samastipur,848205,bihar_samastipur_848205,171.0,3081.0,6562.0
bihar,samastipur,848206,bihar_samastipur_848206,95.0,2630.0,3182.0
bihar,samastipur,848207,bihar_samastipur_848207,233.0,4586.0,7012.0
bihar,samastipur,848208,bihar_samastipur_848208,108.0,2046.0,4412.0
bihar,samastipur,848209,bihar_samastipur_848209,227.0,3125.0,8906.0
bihar,samastipur,848210,bihar_samastipur_848210,211.0,6481.0,6554.0
bihar,samastipur,848211,bihar_samastipur_848211,215.0,4179.0,5340.0
bihar,samastipur,848213,bihar_samastipur_848213,0.0,0.0,0.0
bihar,samastipur,848216,bihar_samastipur_848216,58.0,929.0,1572.0
bihar,samastipur,848220,bihar_samastipur_848220,9.0,136.0,299.0
bihar,samastipur,848236,bihar_samastipur_848236,161.0,2828.0,4099.0
bihar,samastipur,848237,bihar_samastipur_848237,34.0,182.0,623.0
bihar,samastipur,848301,bihar_samastipur_848301,90.0,2020.0,2484.0
bihar,samastipur,848302,bihar_samastipur_848302,60.0,4078.0,3783.0
bihar,samastipur,848501,bihar_samastipur_848501,74.0,4136.0,3561.0
bihar,samastipur,848502,bihar_samastipur_848502,67.0,2830.0,4016.0
bihar,samastipur,848503,bihar_samastipur_848503,247.0,4665.0,7779.0
bihar,samastipur,848504,bihar_samastipur_848504,196.0,4803.0,6711.0
bihar,samastipur,848505,bihar_samastipur_848505,188.0,3401.0,4760.0
bihar,samastipur,848506,bihar_samastipur_848506,48.0,1864.0,2896.0
bihar,samstipur,847105,bihar_samstipur_847105,0.0,2.0,3.0
bihar,samstipur,847301,bihar_samstipur_847301,0.0,4.0,2.0
bihar,samstipur,848101,bihar_samstipur_848101,7.0,31.0,24.0
bihar,samstipur,848102,bihar_samstipur_848102,0.0,2.0,3.0
bihar,samstipur,848113,bihar_samstipur_848113,1.0,2.0,0.0
bihar,samstipur,848114,bihar_samstipur_848114,3.0,28.0,12.0
bihar,samstipur,848115,bihar_samstipur_848115,0.0,2.0,0.0
bihar,samstipur,848117,bihar_samstipur_848117,1.0,9.0,3.0
bihar,samstipur,848121,bihar_samstipur_848121,0.0,2.0,1.0
bihar,samstipur,848122,bihar_samstipur_848122,0.0,1.0,4.0
bihar,samstipur,848125,bihar_samstipur_848125,5.0,21.0,9.0
bihar,samstipur,848127,bihar_samstipur_848127,1.0,4.0,2.0
bihar,samstipur,848129,bihar_samstipur_848129,2.0,0.0,0.0
bihar,samstipur,848130,bihar_samstipur_848130,0.0,8.0,5.0
bihar,samstipur,848131,bihar_samstipur_848131,2.0,3.0,3.0
bihar,samstipur,848132,bihar_samstipur_848132,0.0,4.0,4.0
bihar,samstipur,848133,bihar_samstipur_848133,0.0,1.0,2.0
bihar,samstipur,848134,bihar_samstipur_848134,1.0,6.0,3.0
bihar,samstipur,848160,bihar_samstipur_848160,1.0,5.0,2.0
bihar,samstipur,848205,bihar_samstipur_848205,0.0,1.0,3.0
bihar,samstipur,848206,bihar_samstipur_848206,0.0,1.0,0.0
bihar,samstipur,848207,bihar_samstipur_848207,1.0,5.0,0.0
bihar,samstipur,848208,bihar_samstipur_848208,1.0,6.0,3.0
bihar,samstipur,848209,bihar_samstipur_848209,0.0,3.0,2.0
bihar,samstipur,848210,bihar_samstipur_848210,1.0,5.0,3.0
bihar,samstipur,848211,bihar_samstipur_848211,0.0,1.0,2.0
bihar,samstipur,848216,bihar_samstipur_848216,0.0,2.0,0.0
bihar,samstipur,848220,bihar_samstipur_848220,0.0,1.0,0.0
bihar,samstipur,848301,bihar_samstipur_848301,0.0,3.0,0.0
bihar,samstipur,848302,bihar_samstipur_848302,1.0,9.0,3.0
bihar,samstipur,848501,bihar_samstipur_848501,0.0,0.0,5.0
bihar,samstipur,848502,bihar_samstipur_848502,0.0,1.0,1.0
bihar,samstipur,848503,bihar_samstipur_848503,0.0,6.0,2.0
bihar,samstipur,848504,bihar_samstipur_848504,0.0,2.0,3.0
bihar,samstipur,848505,bihar_samstipur_848505,1.0,3.0,1.0
bihar,samstipur,848506,bihar_samstipur_848506,0.0,0.0,2.0
bihar,saran,841101,bihar_saran_841101,319.0,6536.0,6074.0
bihar,saran,841105,bihar_saran_841105,2.0,118.0,68.0
bihar,saran,841201,bihar_saran_841201,38.0,733.0,722.0
bihar,saran,841202,bihar_saran_841202,83.0,969.0,1726.0
bihar,saran,841204,bihar_saran_841204,57.0,775.0,1308.0
bihar,saran,841205,bihar_saran_841205,127.0,2154.0,2904.0
bihar,saran,841206,bihar_saran_841206,86.0,1442.0,1233.0
bihar,saran,841207,bihar_saran_841207,187.0,4771.0,3614.0
bihar,saran,841208,bihar_saran_841208,104.0,1777.0,2090.0
bihar,saran,841209,bihar_saran_841209,70.0,710.0,1499.0
bihar,saran,841211,bihar_saran_841211,651.0,4002.0,2407.0
bihar,saran,841212,bihar_saran_841212,40.0,530.0,975.0
bihar,saran,841213,bihar_saran_841213,102.0,1531.0,1253.0
bihar,saran,841214,bihar_saran_841214,65.0,1177.0,1060.0
bihar,saran,841215,bihar_saran_841215,89.0,2138.0,2088.0
bihar,saran,841216,bihar_saran_841216,191.0,2729.0,1799.0
bihar,saran,841217,bihar_saran_841217,55.0,1916.0,1428.0
bihar,saran,841218,bihar_saran_841218,48.0,1096.0,1319.0
bihar,saran,841219,bihar_saran_841219,275.0,2181.0,6395.0
bihar,saran,841220,bihar_saran_841220,105.0,1146.0,1988.0
bihar,saran,841221,bihar_saran_841221,128.0,1666.0,3062.0
bihar,saran,841222,bihar_saran_841222,113.0,1874.0,2646.0
bihar,saran,841223,bihar_saran_841223,32.0,175.0,453.0
bihar,saran,841224,bihar_saran_841224,40.0,966.0,1152.0
bihar,saran,841225,bihar_saran_841225,12.0,179.0,430.0
bihar,saran,841247,bihar_saran_841247,8.0,94.0,166.0
bihar,saran,841301,bihar_saran_841301,1659.0,7475.0,8656.0
bihar,saran,841302,bihar_saran_841302,10.0,108.0,298.0
bihar,saran,841305,bihar_saran_841305,58.0,1696.0,1895.0
bihar,saran,841311,bihar_saran_841311,519.0,5937.0,5121.0
bihar,saran,841312,bihar_saran_841312,21.0,145.0,204.0
bihar,saran,841313,bihar_saran_841313,110.0,2253.0,1611.0
bihar,saran,841316,bihar_saran_841316,39.0,455.0,425.0
bihar,saran,841401,bihar_saran_841401,68.0,1649.0,3005.0
bihar,saran,841402,bihar_saran_841402,62.0,1052.0,2158.0
bihar,saran,841403,bihar_saran_841403,1624.0,6825.0,5529.0
bihar,saran,841404,bihar_saran_841404,0.0,1.0,0.0
bihar,saran,841410,bihar_saran_841410,212.0,3110.0,3138.0
bihar,saran,841411,bihar_saran_841411,136.0,1177.0,3924.0
bihar,saran,841412,bihar_saran_841412,95.0,1666.0,2226.0
bihar,saran,841414,bihar_saran_841414,138.0,2349.0,2843.0
bihar,saran,841415,bihar_saran_841415,140.0,2453.0,2731.0
bihar,saran,841417,bihar_saran_841417,206.0,1928.0,4997.0
bihar,saran,841418,bihar_saran_841418,142.0,1918.0,3630.0
bihar,saran,841419,bihar_saran_841419,154.0,3311.0,2875.0
bihar,saran,841421,bihar_saran_841421,76.0,2081.0,1685.0
bihar,saran,841422,bihar_saran_841422,66.0,1707.0,1338.0
bihar,saran,841424,bihar_saran_841424,785.0,3947.0,5700.0
bihar,saran,841433,bihar_saran_841433,21.0,201.0,630.0
bihar,saran,841442,bihar_saran_841442,120.0,3138.0,2235.0
bihar,saran,841443,bihar_saran_841443,76.0,1459.0,1454.0
bihar,saran,841460,bihar_saran_841460,64.0,1526.0,1853.0
bihar,sheikhpura,811101,bihar_sheikhpura_811101,264.0,2356.0,5601.0
bihar,sheikhpura,811102,bihar_sheikhpura_811102,33.0,890.0,1592.0
bihar,sheikhpura,811103,bihar_sheikhpura_811103,89.0,1524.0,2291.0
bihar,sheikhpura,811105,bihar_sheikhpura_811105,381.0,6475.0,14648.0
bihar,sheikhpura,811107,bihar_sheikhpura_811107,75.0,1453.0,2208.0
bihar,sheikhpura,811304,bihar_sheikhpura_811304,110.0,2835.0,5346.0
bihar,sheikhpura,811311,bihar_sheikhpura_811311,13.0,178.0,327.0
bihar,sheikhpura,811315,bihar_sheikhpura_811315,16.0,137.0,389.0
bihar,sheikpura,811101,bihar_sheikpura_811101,0.0,11.0,8.0
bihar,sheikpura,811102,bihar_sheikpura_811102,0.0,1.0,2.0
bihar,sheikpura,811103,bihar_sheikpura_811103,2.0,0.0,2.0
bihar,sheikpura,811105,bihar_sheikpura_811105,7.0,54.0,53.0
bihar,sheikpura,811107,bihar_sheikpura_811107,0.0,3.0,0.0
bihar,sheikpura,811304,bihar_sheikpura_811304,0.0,3.0,1.0
bihar,sheohar,843128,bihar_sheohar_843128,101.0,2636.0,3978.0
bihar,sheohar,843313,bihar_sheohar_843313,0.0,2.0,1.0
bihar,sheohar,843315,bihar_sheohar_843315,0.0,1.0,1.0
bihar,sheohar,843316,bihar_sheohar_843316,33.0,551.0,1624.0
bihar,sheohar,843325,bihar_sheohar_843325,30.0,693.0,972.0
bihar,sheohar,843327,bihar_sheohar_843327,37.0,972.0,1018.0
bihar,sheohar,843329,bihar_sheohar_843329,495.0,8471.0,14090.0
bihar,sheohar,843334,bihar_sheohar_843334,222.0,5556.0,5372.0
bihar,sitamarhi,843117,bihar_sitamarhi_843117,140.0,3766.0,4996.0
bihar,sitamarhi,843301,bihar_sitamarhi_843301,43.0,994.0,1429.0
bihar,sitamarhi,843302,bihar_sitamarhi_843302,5922.0,22970.0,19393.0
bihar,sitamarhi,843311,bihar_sitamarhi_843311,65.0,1814.0,2356.0
bihar,sitamarhi,843313,bihar_sitamarhi_843313,1354.0,4463.0,4539.0
bihar,sitamarhi,843314,bihar_sitamarhi_843314,1445.0,3803.0,9067.0
bihar,sitamarhi,843315,bihar_sitamarhi_843315,1308.0,4598.0,4698.0
bihar,sitamarhi,843316,bihar_sitamarhi_843316,602.0,4658.0,5441.0
bihar,sitamarhi,843317,bihar_sitamarhi_843317,2987.0,5955.0,7881.0
bihar,sitamarhi,843318,bihar_sitamarhi_843318,105.0,1714.0,4051.0
bihar,sitamarhi,843319,bihar_sitamarhi_843319,597.0,1328.0,3773.0
bihar,sitamarhi,843320,bihar_sitamarhi_843320,1229.0,4348.0,7967.0
bihar,sitamarhi,843322,bihar_sitamarhi_843322,103.0,3077.0,3688.0
bihar,sitamarhi,843323,bihar_sitamarhi_843323,134.0,4862.0,6882.0
bihar,sitamarhi,843324,bihar_sitamarhi_843324,5492.0,9957.0,14660.0
bihar,sitamarhi,843325,bihar_sitamarhi_843325,165.0,1665.0,3813.0
bihar,sitamarhi,843326,bihar_sitamarhi_843326,104.0,1775.0,3709.0
bihar,sitamarhi,843327,bihar_sitamarhi_843327,1586.0,7095.0,7229.0
bihar,sitamarhi,843328,bihar_sitamarhi_843328,146.0,2829.0,4961.0
bihar,sitamarhi,843329,bihar_sitamarhi_843329,0.0,0.0,1.0
bihar,sitamarhi,843330,bihar_sitamarhi_843330,2199.0,2779.0,4759.0
bihar,sitamarhi,843331,bihar_sitamarhi_843331,3419.0,4971.0,11939.0
bihar,sitamarhi,843332,bihar_sitamarhi_843332,1677.0,4261.0,5204.0
bihar,sitamarhi,843333,bihar_sitamarhi_843333,234.0,2367.0,8349.0
bihar,sitamarhi,843334,bihar_sitamarhi_843334,5.0,73.0,115.0
bihar,sitamarhi,843351,bihar_sitamarhi_843351,12.0,128.0,538.0
bihar,siwan,841203,bihar_siwan_841203,103.0,1526.0,2153.0
bihar,siwan,841204,bihar_siwan_841204,1.0,1.0,0.0
bihar,siwan,841210,bihar_siwan_841210,103.0,1329.0,1894.0
bihar,siwan,841223,bihar_siwan_841223,11.0,54.0,112.0
bihar,siwan,841226,bihar_siwan_841226,1216.0,8868.0,10846.0
bihar,siwan,841227,bihar_siwan_841227,214.0,4233.0,5162.0
bihar,siwan,841231,bihar_siwan_841231,146.0,2183.0,2842.0
bihar,siwan,841232,bihar_siwan_841232,125.0,2397.0,4309.0
bihar,siwan,841233,bihar_siwan_841233,155.0,974.0,2250.0
bihar,siwan,841234,bihar_siwan_841234,48.0,1706.0,1886.0
bihar,siwan,841235,bihar_siwan_841235,58.0,1237.0,2068.0
bihar,siwan,841236,bihar_siwan_841236,165.0,2120.0,2116.0
bihar,siwan,841237,bihar_siwan_841237,179.0,1342.0,2230.0
bihar,siwan,841238,bihar_siwan_841238,182.0,2025.0,4709.0
bihar,siwan,841239,bihar_siwan_841239,527.0,3396.0,5912.0
bihar,siwan,841240,bihar_siwan_841240,69.0,601.0,697.0
bihar,siwan,841241,bihar_siwan_841241,162.0,2249.0,3242.0
bihar,siwan,841242,bihar_siwan_841242,17.0,184.0,429.0
bihar,siwan,841243,bihar_siwan_841243,96.0,1107.0,3259.0
bihar,siwan,841244,bihar_siwan_841244,48.0,1750.0,1668.0
bihar,siwan,841245,bihar_siwan_841245,108.0,3029.0,4298.0
bihar,siwan,841286,bihar_siwan_841286,104.0,1865.0,2221.0
bihar,siwan,841287,bihar_siwan_841287,19.0,599.0,995.0
bihar,siwan,841404,bihar_siwan_841404,29.0,625.0,593.0
bihar,siwan,841406,bihar_siwan_841406,860.0,5217.0,4387.0
bihar,siwan,841407,bihar_siwan_841407,14.0,183.0,400.0
bihar,siwan,841408,bihar_siwan_841408,111.0,1539.0,1659.0
bihar,siwan,841409,bihar_siwan_841409,11.0,68.0,159.0
bihar,siwan,841413,bihar_siwan_841413,75.0,2181.0,1710.0
bihar,siwan,841416,bihar_siwan_841416,97.0,852.0,2493.0
bihar,siwan,841417,bihar_siwan_841417,35.0,615.0,364.0
bihar,siwan,841420,bihar_siwan_841420,24.0,323.0,285.0
bihar,siwan,841427,bihar_siwan_841427,7.0,166.0,460.0
bihar,siwan,841428,bihar_siwan_841428,8.0,103.0,314.0
bihar,siwan,841434,bihar_siwan_841434,132.0,2426.0,2745.0
bihar,siwan,841435,bihar_siwan_841435,116.0,1147.0,3358.0
bihar,siwan,841436,bihar_siwan_841436,63.0,858.0,1629.0
bihar,siwan,841438,bihar_siwan_841438,83.0,2773.0,2862.0
bihar,siwan,841439,bihar_siwan_841439,142.0,1400.0,2896.0
bihar,siwan,841446,bihar_siwan_841446,12.0,48.0,164.0
bihar,siwan,841502,bihar_siwan_841502,40.0,336.0,832.0
bihar,siwan,841504,bihar_siwan_841504,131.0,1610.0,2394.0
bihar,siwan,841506,bihar_siwan_841506,205.0,1653.0,4300.0
bihar,siwan,841507,bihar_siwan_841507,67.0,1582.0,1230.0
bihar,siwan,841509,bihar_siwan_841509,34.0,600.0,952.0
bihar,supaul,847402,bihar_supaul_847402,11.0,138.0,333.0
bihar,supaul,847408,bihar_supaul_847408,70.0,993.0,2550.0
bihar,supaul,847451,bihar_supaul_847451,56.0,983.0,1713.0
bihar,supaul,847452,bihar_supaul_847452,232.0,4423.0,5347.0
bihar,supaul,852105,bihar_supaul_852105,203.0,2927.0,4254.0
bihar,supaul,852108,bihar_supaul_852108,64.0,1746.0,2716.0
bihar,supaul,852109,bihar_supaul_852109,107.0,2382.0,2504.0
bihar,supaul,852110,bihar_supaul_852110,73.0,1295.0,2502.0
bihar,supaul,852111,bihar_supaul_852111,159.0,5331.0,4527.0
bihar,supaul,852112,bihar_supaul_852112,12.0,259.0,348.0
bihar,supaul,852123,bihar_supaul_852123,23.0,531.0,619.0
bihar,supaul,852125,bihar_supaul_852125,138.0,3654.0,6068.0
bihar,supaul,852128,bihar_supaul_852128,0.0,1.0,0.0
bihar,supaul,852130,bihar_supaul_852130,141.0,3904.0,4201.0
bihar,supaul,852131,bihar_supaul_852131,419.0,7804.0,11995.0
bihar,supaul,852134,bihar_supaul_852134,0.0,3.0,0.0
bihar,supaul,852137,bihar_supaul_852137,157.0,3679.0,5389.0
bihar,supaul,852138,bihar_supaul_852138,119.0,3304.0,6320.0
bihar,supaul,852139,bihar_supaul_852139,176.0,6067.0,5020.0
bihar,supaul,852214,bihar_supaul_852214,159.0,3630.0,5232.0
bihar,supaul,852215,bihar_supaul_852215,179.0,4627.0,4999.0
bihar,supaul,852217,bihar_supaul_852217,0.0,0.0,2.0
bihar,supaul,852218,bihar_supaul_852218,141.0,4234.0,5004.0
bihar,supaul,854338,bihar_supaul_854338,32.0,460.0,1109.0
bihar,supaul,854339,bihar_supaul_854339,252.0,4783.0,6612.0
bihar,supaul,854340,bihar_supaul_854340,75.0,762.0,2148.0
bihar,vaishali,843102,bihar_vaishali_843102,41.0,997.0,992.0
bihar,vaishali,843104,bihar_vaishali_843104,21.0,340.0,511.0
bihar,vaishali,843105,bihar_vaishali_843105,1.0,22.0,10.0
bihar,vaishali,843110,bihar_vaishali_843110,112.0,1926.0,3311.0
bihar,vaishali,843114,bihar_vaishali_843114,311.0,5098.0,7648.0
bihar,vaishali,844101,bihar_vaishali_844101,223.0,4901.0,5792.0
bihar,vaishali,844102,bihar_vaishali_844102,349.0,5659.0,8664.0
bihar,vaishali,844103,bihar_vaishali_844103,0.0,6.0,4.0
bihar,vaishali,844111,bihar_vaishali_844111,140.0,2612.0,3379.0
bihar,vaishali,844112,bihar_vaishali_844112,111.0,2064.0,2777.0
bihar,vaishali,844113,bihar_vaishali_844113,141.0,2099.0,4338.0
bihar,vaishali,844114,bihar_vaishali_844114,290.0,7057.0,6849.0
