state,district,pincode,region_key,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrolment,total_demographic,total_biometric,demo_to_enrol_ratio,bio_to_enrol_ratio
bihar,east champaran,845411,bihar_east champaran_845411,2025-09,7,15,0,10,124,22,68,22,134,90,6.090909091,4.090909091
bihar,east champaran,845411,bihar_east champaran_845411,2025-10,10,16,0,17,221,28,51,26,238,79,9.153846154,3.038461538
bihar,east champaran,845411,bihar_east champaran_845411,2025-11,7,23,0,9,148,23,54,30,157,77,5.233333333,2.566666667
bihar,east champaran,845411,bihar_east champaran_845411,2025-12,2,5,0,8,136,34,30,7,144,64,14.4,6.4
bihar,east champaran,845412,bihar_east champaran_845412,2025-01,6,2,0,256,3118,2090,2871,8,3374,4961,337.4,496.1
bihar,east champaran,845412,bihar_east champaran_845412,2025-02,18,14,0,17,240,40,94,32,257,134,8.03125,4.1875
bihar,east champaran,845412,bihar_east champaran_845412,2025-03,2,6,0,22,232,48,105,8,254,153,25.4,15.3
bihar,east champaran,845412,bihar_east champaran_845412,2025-04,2,3,0,11,284,27,76,5,295,103,29.5,10.3
bihar,east champaran,845412,bihar_east champaran_845412,2025-05,4,11,0,5,141,6,14,15,146,20,9.733333333,1.333333333
bihar,east champaran,845412,bihar_east champaran_845412,2025-06,6,11,0,24,242,64,98,17,266,162,15.64705882,9.529411765
bihar,east champaran,845412,bihar_east champaran_845412,2025-07,3,1,0,9,208,25,65,4,217,90,21.7,9
bihar,east champaran,845412,bihar_east champaran_845412,2025-08,10,4,0,22,369,41,76,14,391,117,27.92857143,8.357142857
bihar,east champaran,845412,bihar_east champaran_845412,2025-09,5,3,0,22,241,88,162,8,263,250,26.3,25
bihar,east champaran,845412,bihar_east champaran_845412,2025-10,8,6,0,9,224,30,52,14,233,82,16.64285714,5.857142857
bihar,east champaran,845412,bihar_east champaran_845412,2025-11,5,5,0,21,222,54,80,10,243,134,24.3,13.4
bihar,east champaran,845412,bihar_east champaran_845412,2025-12,1,5,0,0,0,33,92,6,0,125,0,12.5
bihar,east champaran,845413,bihar_east champaran_845413,2025-01,3,3,0,6,246,904,1291,6,252,2195,25.2,219.5
bihar,east champaran,845413,bihar_east champaran_845413,2025-02,3,3,0,7,140,15,32,6,147,47,14.7,4.7
bihar,east champaran,845413,bihar_east champaran_845413,2025-03,5,4,0,5,85,22,28,9,90,50,9,5
bihar,east champaran,845413,bihar_east champaran_845413,2025-04,6,4,0,5,93,15,21,10,98,36,9.8,3.6
bihar,east champaran,845413,bihar_east champaran_845413,2025-05,10,2,0,9,170,13,21,12,179,34,14.91666667,2.833333333
bihar,east champaran,845413,bihar_east champaran_845413,2025-06,3,2,0,3,63,18,29,5,66,47,6.6,4.7
bihar,east champaran,845413,bihar_east champaran_845413,2025-07,1,2,0,5,57,22,24,3,62,46,6.2,4.6
bihar,east champaran,845413,bihar_east champaran_845413,2025-08,3,7,0,9,104,15,15,10,113,30,11.3,3
bihar,east champaran,845413,bihar_east champaran_845413,2025-09,14,9,1,11,136,24,44,24,147,68,6.125,2.833333333
bihar,east champaran,845413,bihar_east champaran_845413,2025-10,6,13,0,9,154,27,34,19,163,61,8.578947368,3.210526316
bihar,east champaran,845413,bihar_east champaran_845413,2025-11,7,9,0,16,113,23,37,16,129,60,8.0625,3.75
bihar,east champaran,845413,bihar_east champaran_845413,2025-12,2,2,0,4,52,17,30,4,56,47,5.6,4.7
bihar,east champaran,845414,bihar_east champaran_845414,2025-01,0,1,0,45,763,922,1317,1,808,2239,80.8,223.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-02,6,9,0,7,170,20,35,15,177,55,11.8,3.666666667
bihar,east champaran,845414,bihar_east champaran_845414,2025-03,5,4,0,7,182,13,36,9,189,49,18.9,4.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-04,1,5,0,6,142,18,31,6,148,49,14.8,4.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-05,6,7,0,13,146,15,22,13,159,37,12.23076923,2.846153846
bihar,east champaran,845414,bihar_east champaran_845414,2025-06,2,4,0,8,158,24,38,6,166,62,16.6,6.2
bihar,east champaran,845414,bihar_east champaran_845414,2025-07,2,2,0,3,102,14,35,4,105,49,10.5,4.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-08,6,9,0,12,218,30,27,15,230,57,15.33333333,3.8
bihar,east champaran,845414,bihar_east champaran_845414,2025-09,2,0,0,9,49,34,35,2,58,69,5.8,6.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-10,6,4,0,10,220,24,45,10,230,69,23,6.9
bihar,east champaran,845414,bihar_east champaran_845414,2025-11,1,2,0,4,67,33,34,3,71,67,7.1,6.7
bihar,east champaran,845414,bihar_east champaran_845414,2025-12,2,4,0,1,69,28,32,6,70,60,7,6
bihar,east champaran,845415,bihar_east champaran_845415,2025-01,341,576,24,272,2433,2379,2568,941,2705,4947,2.874601488,5.25717322
bihar,east champaran,845415,bihar_east champaran_845415,2025-02,2,0,0,8,114,42,68,2,122,110,12.2,11
bihar,east champaran,845415,bihar_east champaran_845415,2025-03,1,7,0,16,217,37,54,8,233,91,23.3,9.1
bihar,east champaran,845415,bihar_east champaran_845415,2025-04,0,0,0,7,168,28,45,0,175,73,17.5,7.3
bihar,east champaran,845415,bihar_east champaran_845415,2025-05,8,10,0,5,93,21,35,18,98,56,5.444444444,3.111111111
bihar,east champaran,845415,bihar_east champaran_845415,2025-06,1,15,0,20,164,28,57,16,184,85,11.5,5.3125
bihar,east champaran,845415,bihar_east champaran_845415,2025-07,1,7,0,11,152,32,66,8,163,98,16.3,9.8
bihar,east champaran,845415,bihar_east champaran_845415,2025-08,2,17,1,19,325,14,23,20,344,37,17.2,1.85
bihar,east champaran,845415,bihar_east champaran_845415,2025-09,2,21,0,10,146,53,103,23,156,156,6.782608696,6.782608696
bihar,east champaran,845415,bihar_east champaran_845415,2025-10,2,10,0,17,197,37,82,12,214,119,17.83333333,9.916666667
bihar,east champaran,845415,bihar_east champaran_845415,2025-11,4,9,0,11,120,33,66,13,131,99,10.07692308,7.615384615
bihar,east champaran,845415,bihar_east champaran_845415,2025-12,1,11,0,0,0,29,78,12,0,107,0,8.916666667
bihar,east champaran,845416,bihar_east champaran_845416,2025-01,3,7,0,8,170,1217,1773,10,178,2990,17.8,299
bihar,east champaran,845416,bihar_east champaran_845416,2025-02,5,23,0,22,228,43,70,28,250,113,8.928571429,4.035714286
bihar,east champaran,845416,bihar_east champaran_845416,2025-03,3,10,0,15,158,30,62,13,173,92,13.30769231,7.076923077
bihar,east champaran,845416,bihar_east champaran_845416,2025-04,8,6,0,24,292,28,37,14,316,65,22.57142857,4.642857143
bihar,east champaran,845416,bihar_east champaran_845416,2025-05,3,8,0,6,59,17,28,11,65,45,5.909090909,4.090909091
bihar,east champaran,845416,bihar_east champaran_845416,2025-06,7,24,1,3,52,38,58,32,55,96,1.71875,3
bihar,east champaran,845416,bihar_east champaran_845416,2025-07,0,6,0,11,165,28,45,6,176,73,17.6,7.3
bihar,east champaran,845416,bihar_east champaran_845416,2025-08,5,5,0,20,235,44,65,10,255,109,25.5,10.9
bihar,east champaran,845416,bihar_east champaran_845416,2025-09,4,13,0,10,76,38,92,17,86,130,5.058823529,7.647058824
bihar,east champaran,845416,bihar_east champaran_845416,2025-10,24,13,0,5,137,31,87,37,142,118,3.837837838,3.189189189
bihar,east champaran,845416,bihar_east champaran_845416,2025-11,2,11,1,6,98,30,64,14,104,94,7.428571429,6.714285714
bihar,east champaran,845416,bihar_east champaran_845416,2025-12,3,6,0,10,76,21,55,9,86,76,8.6,7.6
bihar,east champaran,845417,bihar_east champaran_845417,2025-01,1,6,0,24,170,1281,1458,7,194,2739,19.4,273.9
bihar,east champaran,845417,bihar_east champaran_845417,2025-02,3,32,0,25,220,29,47,35,245,76,7,2.171428571
bihar,east champaran,845417,bihar_east champaran_845417,2025-03,2,4,0,21,199,28,47,6,220,75,22,7.5
bihar,east champaran,845417,bihar_east champaran_845417,2025-04,0,3,0,15,213,20,28,3,228,48,22.8,4.8
bihar,east champaran,845417,bihar_east champaran_845417,2025-05,10,31,0,16,135,20,26,41,151,46,3.682926829,1.12195122
bihar,east champaran,845417,bihar_east champaran_845417,2025-06,3,31,0,15,184,30,25,34,199,55,5.852941176,1.617647059
bihar,east champaran,845417,bihar_east champaran_845417,2025-07,1,7,0,5,82,15,21,8,87,36,8.7,3.6
bihar,east champaran,845417,bihar_east champaran_845417,2025-08,8,11,0,20,220,24,38,19,240,62,12.63157895,3.263157895
bihar,east champaran,845417,bihar_east champaran_845417,2025-09,12,14,0,28,181,42,49,26,209,91,8.038461538,3.5
bihar,east champaran,845417,bihar_east champaran_845417,2025-10,13,7,0,15,160,35,50,20,175,85,8.75,4.25
bihar,east champaran,845417,bihar_east champaran_845417,2025-11,5,10,0,15,224,42,46,15,239,88,15.93333333,5.866666667
bihar,east champaran,845417,bihar_east champaran_845417,2025-12,4,18,0,13,167,22,33,22,180,55,8.181818182,2.5
bihar,east champaran,845418,bihar_east champaran_845418,2025-01,8,10,1,279,2632,3948,3624,19,2911,7572,153.2105263,398.5263158
bihar,east champaran,845418,bihar_east champaran_845418,2025-02,19,15,0,40,451,85,102,34,491,187,14.44117647,5.5
bihar,east champaran,845418,bihar_east champaran_845418,2025-03,11,15,0,17,200,81,104,26,217,185,8.346153846,7.115384615
bihar,east champaran,845418,bihar_east champaran_845418,2025-04,5,4,0,37,417,53,67,9,454,120,45.4,12
bihar,east champaran,845418,bihar_east champaran_845418,2025-05,2,3,0,21,139,62,98,5,160,160,16,16
bihar,east champaran,845418,bihar_east champaran_845418,2025-06,18,11,0,40,376,59,92,29,416,151,14.34482759,5.206896552
bihar,east champaran,845418,bihar_east champaran_845418,2025-07,7,13,0,18,205,44,50,20,223,94,11.15,4.7
bihar,east champaran,845418,bihar_east champaran_845418,2025-08,17,29,0,65,553,58,82,46,618,140,13.43478261,3.043478261
bihar,east champaran,845418,bihar_east champaran_845418,2025-09,21,27,0,32,250,88,103,48,282,191,5.875,3.979166667
bihar,east champaran,845418,bihar_east champaran_845418,2025-10,16,16,0,41,523,74,101,32,564,175,17.625,5.46875
bihar,east champaran,845418,bihar_east champaran_845418,2025-11,6,19,0,17,142,63,101,25,159,164,6.36,6.56
bihar,east champaran,845418,bihar_east champaran_845418,2025-12,13,19,0,58,558,54,58,32,616,112,19.25,3.5
bihar,east champaran,845419,bihar_east champaran_845419,2025-01,0,0,0,0,21,191,234,0,21,425,2.1,42.5
bihar,east champaran,845419,bihar_east champaran_845419,2025-02,0,2,0,1,25,7,6,2,26,13,2.6,1.3
bihar,east champaran,845419,bihar_east champaran_845419,2025-03,2,0,0,1,29,5,7,2,30,12,3,1.2
bihar,east champaran,845419,bihar_east champaran_845419,2025-04,0,0,0,1,23,4,1,0,24,5,2.4,0.5
bihar,east champaran,845419,bihar_east champaran_845419,2025-05,1,0,0,0,23,2,3,1,23,5,2.3,0.5
bihar,east champaran,845419,bihar_east champaran_845419,2025-06,1,0,0,3,13,7,11,1,16,18,1.6,1.8
bihar,east champaran,845419,bihar_east champaran_845419,2025-07,0,0,0,4,8,1,2,0,12,3,1.2,0.3
bihar,east champaran,845419,bihar_east champaran_845419,2025-08,0,3,0,1,20,0,5,3,21,5,2.1,0.5
bihar,east champaran,845419,bihar_east champaran_845419,2025-09,0,0,0,4,33,4,3,0,37,7,3.7,0.7
bihar,east champaran,845419,bihar_east champaran_845419,2025-10,0,1,0,0,17,0,4,1,17,4,1.7,0.4
bihar,east champaran,845419,bihar_east champaran_845419,2025-11,0,0,0,0,15,3,7,0,15,10,1.5,1
bihar,east champaran,845419,bihar_east champaran_845419,2025-12,0,0,0,3,12,2,4,0,15,6,1.5,0.6
bihar,east champaran,845420,bihar_east champaran_845420,2025-01,3,2,0,108,1210,1703,1734,5,1318,3437,131.8,343.7
bihar,east champaran,845420,bihar_east champaran_845420,2025-02,1,9,0,5,203,25,29,10,208,54,20.8,5.4
bihar,east champaran,845420,bihar_east champaran_845420,2025-03,5,7,0,11,177,38,52,12,188,90,15.66666667,7.5
bihar,east champaran,845420,bihar_east champaran_845420,2025-04,5,6,0,21,217,30,49,11,238,79,21.63636364,7.181818182
bihar,east champaran,845420,bihar_east champaran_845420,2025-05,1,1,0,6,103,6,19,2,109,25,10.9,2.5
bihar,east champaran,845420,bihar_east champaran_845420,2025-06,6,4,0,8,133,34,48,10,141,82,14.1,8.2
bihar,east champaran,845420,bihar_east champaran_845420,2025-07,0,2,0,2,133,12,52,2,135,64,13.5,6.4
bihar,east champaran,845420,bihar_east champaran_845420,2025-08,7,5,0,28,327,31,33,12,355,64,29.58333333,5.333333333
bihar,east champaran,845420,bihar_east champaran_845420,2025-09,7,4,0,0,161,30,59,11,161,89,14.63636364,8.090909091
bihar,east champaran,845420,bihar_east champaran_845420,2025-10,7,8,0,3,290,51,61,15,293,112,19.53333333,7.466666667
bihar,east champaran,845420,bihar_east champaran_845420,2025-11,4,6,0,4,132,29,69,10,136,98,13.6,9.8
bihar,east champaran,845420,bihar_east champaran_845420,2025-12,5,2,0,12,92,28,48,7,104,76,10.4,7.6
bihar,east champaran,845422,bihar_east champaran_845422,2025-01,3,10,1,139,1703,2090,2053,14,1842,4143,131.5714286,295.9285714
bihar,east champaran,845422,bihar_east champaran_845422,2025-02,0,6,1,14,219,71,84,7,233,155,23.3,15.5
bihar,east champaran,845422,bihar_east champaran_845422,2025-03,3,13,2,18,170,61,63,18,188,124,10.44444444,6.888888889
bihar,east champaran,845422,bihar_east champaran_845422,2025-04,3,1,1,16,278,52,52,5,294,104,29.4,10.4
bihar,east champaran,845422,bihar_east champaran_845422,2025-05,5,13,1,9,206,17,20,19,215,37,11.31578947,1.947368421
bihar,east champaran,845422,bihar_east champaran_845422,2025-06,6,12,0,3,87,52,62,18,90,114,5,6.333333333
bihar,east champaran,845422,bihar_east champaran_845422,2025-07,0,1,0,16,191,36,46,1,207,82,20.7,8.2
bihar,east champaran,845422,bihar_east champaran_845422,2025-08,7,14,0,37,413,36,30,21,450,66,21.42857143,3.142857143
bihar,east champaran,845422,bihar_east champaran_845422,2025-09,3,4,0,10,250,57,75,7,260,132,26,13.2
bihar,east champaran,845422,bihar_east champaran_845422,2025-10,3,9,2,23,285,55,73,14,308,128,22,9.142857143
bihar,east champaran,845422,bihar_east champaran_845422,2025-11,2,2,0,14,131,29,51,4,145,80,14.5,8
bihar,east champaran,845422,bihar_east champaran_845422,2025-12,1,6,1,23,264,36,59,8,287,95,28.7,9.5
bihar,east champaran,845423,bihar_east champaran_845423,2025-01,1,6,0,77,851,952,1503,7,928,2455,92.8,245.5
bihar,east champaran,845423,bihar_east champaran_845423,2025-02,3,10,0,6,84,31,41,13,90,72,6.923076923,5.538461538
bihar,east champaran,845423,bihar_east champaran_845423,2025-03,5,5,0,10,133,19,41,10,143,60,14.3,6
bihar,east champaran,845423,bihar_east champaran_845423,2025-04,2,5,0,9,114,19,25,7,123,44,12.3,4.4
bihar,east champaran,845423,bihar_east champaran_845423,2025-05,3,9,0,4,7,17,18,12,11,35,0.916666667,2.916666667
bihar,east champaran,845423,bihar_east champaran_845423,2025-06,10,12,0,9,117,19,30,22,126,49,5.727272727,2.227272727
bihar,east champaran,845423,bihar_east champaran_845423,2025-07,1,3,0,8,60,13,24,4,68,37,6.8,3.7
bihar,east champaran,845423,bihar_east champaran_845423,2025-08,7,12,0,10,106,16,27,19,116,43,6.105263158,2.263157895
bihar,east champaran,845423,bihar_east champaran_845423,2025-09,5,6,0,10,68,20,28,11,78,48,7.090909091,4.363636364
bihar,east champaran,845423,bihar_east champaran_845423,2025-10,12,7,0,14,142,32,60,19,156,92,8.210526316,4.842105263
bihar,east champaran,845423,bihar_east champaran_845423,2025-11,5,3,0,8,60,11,36,8,68,47,6.8,4.7
bihar,east champaran,845423,bihar_east champaran_845423,2025-12,6,11,0,12,99,24,45,17,111,69,6.529411765,4.058823529
bihar,east champaran,845424,bihar_east champaran_845424,2025-01,8,2,0,114,1280,1691,1610,10,1394,3301,139.4,330.1
bihar,east champaran,845424,bihar_east champaran_845424,2025-02,4,2,0,12,254,29,43,6,266,72,26.6,7.2
bihar,east champaran,845424,bihar_east champaran_845424,2025-03,4,3,0,10,142,33,60,7,152,93,15.2,9.3
bihar,east champaran,845424,bihar_east champaran_845424,2025-04,2,5,0,10,231,34,34,7,241,68,24.1,6.8
bihar,east champaran,845424,bihar_east champaran_845424,2025-05,4,0,0,7,127,11,11,4,134,22,13.4,2.2
bihar,east champaran,845424,bihar_east champaran_845424,2025-06,6,4,0,2,25,40,47,10,27,87,2.7,8.7
bihar,east champaran,845424,bihar_east champaran_845424,2025-07,0,0,0,2,86,27,44,0,88,71,8.8,7.1
bihar,east champaran,845424,bihar_east champaran_845424,2025-08,9,3,0,8,189,35,45,12,197,80,16.41666667,6.666666667
bihar,east champaran,845424,bihar_east champaran_845424,2025-09,9,8,0,12,134,56,57,17,146,113,8.588235294,6.647058824
bihar,east champaran,845424,bihar_east champaran_845424,2025-10,7,7,0,10,156,25,50,14,166,75,11.85714286,5.357142857
bihar,east champaran,845424,bihar_east champaran_845424,2025-11,3,7,0,10,124,23,46,10,134,69,13.4,6.9
bihar,east champaran,845424,bihar_east champaran_845424,2025-12,1,2,0,8,178,34,36,3,186,70,18.6,7
bihar,east champaran,845425,bihar_east champaran_845425,2025-01,0,7,0,67,763,1068,1233,7,830,2301,83,230.1
bihar,east champaran,845425,bihar_east champaran_845425,2025-02,1,1,0,15,131,24,47,2,146,71,14.6,7.1
bihar,east champaran,845425,bihar_east champaran_845425,2025-03,4,10,0,8,106,18,36,14,114,54,8.142857143,3.857142857
bihar,east champaran,845425,bihar_east champaran_845425,2025-04,3,7,0,11,114,12,22,10,125,34,12.5,3.4
bihar,east champaran,845425,bihar_east champaran_845425,2025-05,2,4,0,6,89,12,25,6,95,37,9.5,3.7
bihar,east champaran,845425,bihar_east champaran_845425,2025-06,2,7,0,8,86,21,34,9,94,55,9.4,5.5
bihar,east champaran,845425,bihar_east champaran_845425,2025-07,0,0,0,0,27,15,19,0,27,34,2.7,3.4
bihar,east champaran,845425,bihar_east champaran_845425,2025-08,1,3,0,14,141,15,27,4,155,42,15.5,4.2
bihar,east champaran,845425,bihar_east champaran_845425,2025-09,0,5,0,8,85,37,37,5,93,74,9.3,7.4
bihar,east champaran,845425,bihar_east champaran_845425,2025-10,2,9,0,4,100,29,51,11,104,80,9.454545455,7.272727273
bihar,east champaran,845425,bihar_east champaran_845425,2025-11,0,9,0,2,35,13,41,9,37,54,3.7,5.4
bihar,east champaran,845425,bihar_east champaran_845425,2025-12,0,3,2,3,114,21,25,5,117,46,11.7,4.6
bihar,east champaran,845426,bihar_east champaran_845426,2025-01,4,11,0,182,1911,2599,2720,15,2093,5319,139.5333333,354.6
bihar,east champaran,845426,bihar_east champaran_845426,2025-02,23,22,0,28,442,31,36,45,470,67,10.44444444,1.488888889
bihar,east champaran,845426,bihar_east champaran_845426,2025-03,5,6,1,22,253,39,53,12,275,92,22.91666667,7.666666667
bihar,east champaran,845426,bihar_east champaran_845426,2025-04,5,4,0,10,344,43,64,9,354,107,35.4,10.7
bihar,east champaran,845426,bihar_east champaran_845426,2025-05,3,6,0,25,234,16,26,9,259,42,25.9,4.2
bihar,east champaran,845426,bihar_east champaran_845426,2025-06,5,6,0,20,191,50,51,11,211,101,19.18181818,9.181818182
bihar,east champaran,845426,bihar_east champaran_845426,2025-07,3,3,0,15,143,35,33,6,158,68,15.8,6.8
bihar,east champaran,845426,bihar_east champaran_845426,2025-08,16,12,0,32,388,37,39,28,420,76,15,2.714285714
bihar,east champaran,845426,bihar_east champaran_845426,2025-09,11,12,0,15,260,65,85,23,275,150,11.95652174,6.52173913
bihar,east champaran,845426,bihar_east champaran_845426,2025-10,17,8,0,12,233,32,49,25,245,81,9.8,3.24
bihar,east champaran,845426,bihar_east champaran_845426,2025-11,12,12,0,16,159,48,53,24,175,101,7.291666667,4.208333333
bihar,east champaran,845426,bihar_east champaran_845426,2025-12,3,6,0,12,118,39,51,9,130,90,13,9
bihar,east champaran,845427,bihar_east champaran_845427,2025-01,2,2,1,213,2057,1284,1254,5,2270,2538,227,253.8
bihar,east champaran,845427,bihar_east champaran_845427,2025-02,7,13,0,9,150,19,43,20,159,62,7.95,3.1
bihar,east champaran,845427,bihar_east champaran_845427,2025-03,0,2,0,22,222,33,40,2,244,73,24.4,7.3
bihar,east champaran,845427,bihar_east champaran_845427,2025-04,0,2,0,11,177,23,32,2,188,55,18.8,5.5
bihar,east champaran,845427,bihar_east champaran_845427,2025-05,5,6,0,17,127,12,18,11,144,30,13.09090909,2.727272727
bihar,east champaran,845427,bihar_east champaran_845427,2025-06,5,8,0,8,122,26,34,13,130,60,10,4.615384615
bihar,east champaran,845427,bihar_east champaran_845427,2025-07,0,3,0,5,78,22,35,3,83,57,8.3,5.7
bihar,east champaran,845427,bihar_east champaran_845427,2025-08,6,5,1,12,129,15,20,12,141,35,11.75,2.916666667
bihar,east champaran,845427,bihar_east champaran_845427,2025-09,2,6,0,5,108,23,36,8,113,59,11.3,5.9
bihar,east champaran,845427,bihar_east champaran_845427,2025-10,1,6,0,9,108,19,32,7,117,51,11.7,5.1
bihar,east champaran,845427,bihar_east champaran_845427,2025-11,3,6,0,4,43,19,41,9,47,60,4.7,6
bihar,east champaran,845427,bihar_east champaran_845427,2025-12,9,16,1,8,108,23,23,26,116,46,4.461538462,1.769230769
bihar,east champaran,845428,bihar_east champaran_845428,2025-01,6,3,0,47,790,1004,1270,9,837,2274,83.7,227.4
bihar,east champaran,845428,bihar_east champaran_845428,2025-02,11,13,1,11,154,22,29,25,165,51,6.6,2.04
bihar,east champaran,845428,bihar_east champaran_845428,2025-03,2,1,0,16,161,26,46,3,177,72,17.7,7.2
bihar,east champaran,845428,bihar_east champaran_845428,2025-04,4,5,0,7,116,15,22,9,123,37,12.3,3.7
bihar,east champaran,845428,bihar_east champaran_845428,2025-05,5,8,0,5,84,5,22,13,89,27,6.846153846,2.076923077
bihar,east champaran,845428,bihar_east champaran_845428,2025-06,9,5,0,9,107,10,28,14,116,38,8.285714286,2.714285714
bihar,east champaran,845428,bihar_east champaran_845428,2025-07,1,2,0,5,84,11,14,3,89,25,8.9,2.5
bihar,east champaran,845428,bihar_east champaran_845428,2025-08,3,3,0,4,137,15,14,6,141,29,14.1,2.9
bihar,east champaran,845428,bihar_east champaran_845428,2025-09,2,2,0,21,213,39,76,4,234,115,23.4,11.5
bihar,east champaran,845428,bihar_east champaran_845428,2025-10,10,13,0,8,198,29,34,23,206,63,8.956521739,2.739130435
bihar,east champaran,845428,bihar_east champaran_845428,2025-11,1,4,0,3,101,26,33,5,104,59,10.4,5.9
bihar,east champaran,845428,bihar_east champaran_845428,2025-12,2,11,0,22,134,30,37,13,156,67,12,5.153846154
bihar,east champaran,845429,bihar_east champaran_845429,2025-01,3,10,0,158,2245,1227,1598,13,2403,2825,184.8461538,217.3076923
bihar,east champaran,845429,bihar_east champaran_845429,2025-02,3,3,1,10,101,26,41,7,111,67,11.1,6.7
bihar,east champaran,845429,bihar_east champaran_845429,2025-03,3,2,0,10,178,23,42,5,188,65,18.8,6.5
bihar,east champaran,845429,bihar_east champaran_845429,2025-04,2,6,1,9,223,24,49,9,232,73,23.2,7.3
bihar,east champaran,845429,bihar_east champaran_845429,2025-05,2,12,0,1,20,17,45,14,21,62,1.5,4.428571429
bihar,east champaran,845429,bihar_east champaran_845429,2025-06,11,19,1,13,212,42,60,31,225,102,7.258064516,3.290322581
bihar,east champaran,845429,bihar_east champaran_845429,2025-07,1,1,0,8,71,19,35,2,79,54,7.9,5.4
bihar,east champaran,845429,bihar_east champaran_845429,2025-08,7,17,2,18,269,39,33,26,287,72,11.03846154,2.769230769
bihar,east champaran,845429,bihar_east champaran_845429,2025-09,1,2,0,4,13,33,44,3,17,77,1.7,7.7
bihar,east champaran,845429,bihar_east champaran_845429,2025-10,5,11,1,2,63,19,23,17,65,42,3.823529412,2.470588235
bihar,east champaran,845429,bihar_east champaran_845429,2025-11,2,3,0,6,26,26,44,5,32,70,3.2,7
bihar,east champaran,845429,bihar_east champaran_845429,2025-12,3,8,0,4,55,22,29,11,59,51,5.363636364,4.636363636
bihar,east champaran,845430,bihar_east champaran_845430,2025-01,2,3,0,83,840,1040,1173,5,923,2213,92.3,221.3
bihar,east champaran,845430,bihar_east champaran_845430,2025-02,1,1,0,16,244,21,39,2,260,60,26,6
bihar,east champaran,845430,bihar_east champaran_845430,2025-03,2,1,0,11,96,27,35,3,107,62,10.7,6.2
bihar,east champaran,845430,bihar_east champaran_845430,2025-04,1,1,0,11,137,16,35,2,148,51,14.8,5.1
bihar,east champaran,845430,bihar_east champaran_845430,2025-05,5,6,0,8,123,10,11,11,131,21,11.90909091,1.909090909
bihar,east champaran,845430,bihar_east champaran_845430,2025-06,1,1,1,2,120,24,37,3,122,61,12.2,6.1
bihar,east champaran,845430,bihar_east champaran_845430,2025-07,4,2,0,5,29,9,20,6,34,29,3.4,2.9
bihar,east champaran,845430,bihar_east champaran_845430,2025-08,3,3,0,9,110,10,16,6,119,26,11.9,2.6
bihar,east champaran,845430,bihar_east champaran_845430,2025-09,1,4,0,14,92,40,50,5,106,90,10.6,9
bihar,east champaran,845430,bihar_east champaran_845430,2025-10,6,7,0,5,129,41,68,13,134,109,10.30769231,8.384615385
bihar,east champaran,845430,bihar_east champaran_845430,2025-11,1,1,0,0,50,35,33,2,50,68,5,6.8
bihar,east champaran,845430,bihar_east champaran_845430,2025-12,3,2,0,16,151,24,30,5,167,54,16.7,5.4
bihar,east champaran,845431,bihar_east champaran_845431,2025-01,3,2,0,64,511,905,824,5,575,1729,57.5,172.9
bihar,east champaran,845431,bihar_east champaran_845431,2025-02,4,10,0,10,113,18,26,14,123,44,8.785714286,3.142857143
bihar,east champaran,845431,bihar_east champaran_845431,2025-03,1,7,0,8,68,22,24,8,76,46,7.6,4.6
bihar,east champaran,845431,bihar_east champaran_845431,2025-04,3,1,0,14,198,17,16,4,212,33,21.2,3.3
bihar,east champaran,845431,bihar_east champaran_845431,2025-05,3,7,1,5,77,14,13,11,82,27,7.454545455,2.454545455
bihar,east champaran,845431,bihar_east champaran_845431,2025-06,3,17,0,23,143,15,22,20,166,37,8.3,1.85
bihar,east champaran,845431,bihar_east champaran_845431,2025-07,1,7,0,3,53,14,21,8,56,35,5.6,3.5
bihar,east champaran,845431,bihar_east champaran_845431,2025-08,5,17,0,10,190,17,22,22,200,39,9.090909091,1.772727273
bihar,east champaran,845431,bihar_east champaran_845431,2025-09,4,7,0,3,102,30,51,11,105,81,9.545454545,7.363636364
bihar,east champaran,845431,bihar_east champaran_845431,2025-10,2,7,0,5,81,27,19,9,86,46,8.6,4.6
bihar,east champaran,845431,bihar_east champaran_845431,2025-11,2,8,0,9,60,14,29,10,69,43,6.9,4.3
bihar,east champaran,845431,bihar_east champaran_845431,2025-12,2,6,0,6,68,18,29,8,74,47,7.4,4.7
bihar,east champaran,845432,bihar_east champaran_845432,2025-01,5,1,0,226,2394,1664,1977,6,2620,3641,262,364.1
bihar,east champaran,845432,bihar_east champaran_845432,2025-02,3,9,0,19,259,25,44,12,278,69,23.16666667,5.75
bihar,east champaran,845432,bihar_east champaran_845432,2025-03,3,2,0,10,142,29,48,5,152,77,15.2,7.7
bihar,east champaran,845432,bihar_east champaran_845432,2025-04,2,2,1,19,238,20,27,5,257,47,25.7,4.7
bihar,east champaran,845432,bihar_east champaran_845432,2025-05,8,5,0,8,149,22,32,13,157,54,12.07692308,4.153846154
